Type,State,QuestionID,Category,Question,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,CorrectIndex,Explanation
State-Specific,PA,PA-SS-006,speedLimits,What is the license suspension in Pennsylvania?,4 points on your record,5 points on your record,6 points on your record,8 points on your record,C,2,"In Pennsylvania, this traffic violation adds 6 points to your driving record. Accumulating too many points can lead to license suspension and higher insurance rates."
State-Specific,PA,PA-SS-007,speedLimits,What does Reckless driving add in Pennsylvania?,3 points on your record,4 points on your record,5 points on your record,6 points on your record,A,0,"In Pennsylvania, a careless conviction adds 3 points to your driving record, which can affect your license status and insurance rates."
State-Specific,PA,PA-SS-008,speedLimits,What does Speeding 31+ mph over add in Pennsylvania?,3 points on your record,4 points on your record,5 points on your record,Automatic suspension,C,2,"In Pennsylvania, a speeding conviction adds 5 points to your driving record, which can affect your license status and insurance rates."
State-Specific,PA,PA-SS-009,speedLimits,What is Pennsylvania's active work zone speeding carries?,Same fine,$500 maximum,"$1,000 maximum",Double fine,C,2,"In Pennsylvania, a speeding violation of this type carries a fine of $1,000. Fines increase for higher speeds and repeat offenses."
State-Specific,PA,PA-SS-010,speedLimits,What is Pennsylvania's points can be removed by?,Time only,Safe driving course,Court appeal,Cannot be reduced,B,1,"In Pennsylvania, this traffic violation adds 3 points to your driving record. Accumulating too many points can lead to license suspension and higher insurance rates."
State-Specific,PA,PA-SS-011,duiBac,What is the legal BAC limit for drivers 21+ in Pennsylvania?,0.10%,0.08%,0.05%,0.07%,B,1,Pennsylvania's legal blood alcohol concentration (BAC) limit is 0.08% for adult drivers. Driving at or above this level constitutes driving under the influence.
State-Specific,PA,PA-SS-012,duiBac,What is Pennsylvania's BAC limit for drivers under 21?,0.00%,0.02%,0.04%,0.08%,B,1,"In Pennsylvania, drivers under 21 face a 0.02% BAC limit under zero tolerance laws. Any amount of alcohol in a minor's system while driving can result in serious penalties."
State-Specific,PA,PA-SS-013,duiBac,How many DUI impairment tiers does Pennsylvania have?,2,3,4,5,B,1,"In Pennsylvania, a BAC of 0.08% or higher is considered aggravated or high-tier DUI/DWI, triggering enhanced penalties including longer jail sentences and license suspensions."
State-Specific,PA,PA-SS-014,duiBac,What is the first DUI jail time in Pennsylvania?,None mandatory,48 hours of supervised driving,72 hours of supervised driving,6 months in jail,A,0,"In Pennsylvania, first General tier DUI has no mandatory jail."
State-Specific,PA,PA-SS-015,duiBac,What is the first DUI license suspension in Pennsylvania?,,30 days suspension,60 days suspension,12 months suspension,A,0,"In Pennsylvania, first General tier DUI has no license suspension."
State-Specific,PA,PA-SS-016,duiBac,First Highest tier (0.16%+) DUI jail minimum?,48 hours of supervised driving,72 hours of supervised driving,5 days in jail,30 days in jail,B,1,"In Pennsylvania, first Highest tier: minimum 72 hours jail. Additional penalties may apply based on your specific circumstances."
State-Specific,PA,PA-SS-017,duiBac,What is the first license suspension in Pennsylvania?,6 months suspension,12 months suspension,18 months suspension,24 months suspension,B,1,"In Pennsylvania, first Highest tier: 12-month suspension. Additional penalties may apply based on your specific circumstances."
State-Specific,PA,PA-SS-018,duiBac,What is Pennsylvania's third DUI in Pennsylvania?,A misdemeanor,1st degree misdemeanor,3rd degree felony,2nd degree felony,B,1,Third DUI is 1st degree misdemeanor (felony for 3+ High/Highest).
State-Specific,PA,PA-SS-019,gdlLicensing,At what age can you get a learner's permit in Pennsylvania?,15 years old,16 years old,17 years old,18 years old,B,1,"Pennsylvania issues learner's permits to new drivers at age 16, allowing them to practice driving with a licensed adult supervisor in the vehicle."
State-Specific,PA,PA-SS-020,gdlLicensing,At what age can you get a junior license?,16 years old,16 years 6 months old,17 years old,18 years old,B,1,"In Pennsylvania, junior license available at 16 years 6 months."
State-Specific,PA,PA-SS-021,gdlLicensing,What are the nighttime driving restrictions in Pennsylvania?,9 PM to 5 AM,10 PM to 5 AM,11 PM to 5 AM,No restriction,C,2,"In Pennsylvania, teen drivers with restricted licenses cannot drive between 11 PM and 5 AM. This nighttime driving restriction helps reduce accidents during high-risk hours."
State-Specific,PA,PA-SS-022,gdlLicensing,At what age can you get full license?,17 years old,17 years 6 months old,18 years old,21 years old,C,2,"In Pennsylvania, drivers become eligible for a full, unrestricted driver's license at age 18, once they have completed all graduated licensing requirements."
State-Specific,PA,PA-SS-023,gdlLicensing,How often must Pennsylvania driver's licenses be renewed?,Every 4 years,Every 5 years,Every 6 years,Every 8 years,A,0,"Pennsylvania driver's licenses are valid for 4 years before requiring renewal. Renewal may involve vision tests, updated photos, and verification of your driving record."
State-Specific,PA,PA-SS-024,gdlLicensing,How many supervised driving hours are required in Pennsylvania?,50 hours of supervised driving,55 hours of supervised driving,65 hours of supervised driving,75 hours of supervised driving,C,2,"Pennsylvania requires teen drivers to complete 65 hours of supervised driving practice before obtaining their license, helping them gain experience in various driving conditions."
State-Specific,PA,PA-SS-025,gdlLicensing,What is Pennsylvania's junior license passenger restriction?,No passengers,1 passenger,Family and 1 other,No restriction,A,0,"In Pennsylvania, no passengers except parent/guardian for first 6 months."
State-Specific,PA,PA-SS-026,gdlLicensing,What is Pennsylvania's permit must be held for minimum?,3 months,6 months,9 months,12 months,B,1,"In Pennsylvania, new drivers must hold their learner's permit for at least 6 months before they can apply for their next level license. This ensures adequate time for supervised driving practice."
State-Specific,PA,PA-SS-027,insurance,What is Pennsylvania's minimum bodily injury liability per person?,"$10,000","$15,000","$25,000","$30,000",B,1,"Pennsylvania requires a minimum of $15,000 in bodily injury liability coverage per person. This insurance pays for injuries you cause to others in an accident."
State-Specific,PA,PA-SS-028,insurance,What is Pennsylvania's minimum bodily injury liability per accident?,"$15,000","$25,000","$30,000","$50,000",C,2,"Pennsylvania requires a minimum of $30,000 in bodily injury liability coverage per accident. This is the total amount your insurance will pay for all injuries in a single accident."
State-Specific,PA,PA-SS-029,insurance,What is Pennsylvania's minimum property damage liability?,"$5,000","$10,000","$15,000","$25,000",A,0,"Pennsylvania requires a minimum of $5,000 in property damage liability coverage. This insurance pays for damage you cause to other people's property in an accident."
State-Specific,PA,PA-SS-030,insurance,What is Pennsylvania's minimum insurance requirement?,15/30/5,25/50/25,30/60/25,20/40/15,A,0,"Pennsylvania requires 15/30/5 minimum liability coverage: $15,000 per person for bodily injury, $30,000 per accident for bodily injury, and $5,000 for property damage."
State-Specific,PA,PA-SS-031,insurance,What is Pennsylvania's is a choice state meaning?,PIP required,Can choose tort options,No-fault mandatory,At-fault only,B,1,Pennsylvania drivers can choose between full tort and limited tort.
State-Specific,PA,PA-SS-032,seatbeltPhone,How is Pennsylvania's seat belt law enforced?,Primary offense (can be pulled over for this),Secondary offense (only with another violation),No enforcement,Front seat only,B,1,Pennsylvania enforces seat belts as secondary offense. Wearing your seat belt is one of the most effective ways to prevent injuries in a crash.
State-Specific,PA,PA-SS-033,seatbeltPhone,What is Pennsylvania's law on texting while driving?,Legal with no restrictions,Primary offense (can be pulled over for this),Secondary offense (only with another violation),Under-18 only,B,1,"In Pennsylvania, texting while driving is a primary offense, meaning law enforcement can stop and cite you solely for this violation without needing another reason."
State-Specific,PA,PA-SS-034,seatbeltPhone,What is Pennsylvania's law on handheld phone use while driving?,Prohibited for all,Under-18 only,Legal with no restrictions,School zones only,C,2,Pennsylvania has no statewide handheld phone ban.
State-Specific,PA,PA-SS-035,seatbeltPhone,When is Until what age are child restraints in Pennsylvania required in Pennsylvania?,Age 4,Age 6,Age 8,4 years and under 40 lbs,A,0,"In Pennsylvania, child restraint required under age 4."
State-Specific,PA,PA-SS-036,seatbeltPhone,What is the Seat belt fine in Pennsylvania?,$10,$25,$50,$100,A,0,"In Pennsylvania, a seat belt violation carries a fine of $10. Wearing your seat belt significantly reduces the risk of injury in a crash."
State-Specific,PA,PA-SS-037,pointsPenalties,What is Pennsylvania's DUI lookback period?,5 years,7 years,10 years,Lifetime,C,2,Pennsylvania uses a 10-year lookback period for DUI/DWI offenses. Prior convictions within this timeframe count toward enhanced penalties for repeat offenders.
State-Specific,PA,PA-SS-038,pointsPenalties,What is the penalty for refusing a chemical test in Pennsylvania?,6 months,12 months,18 months,Same as DUI,B,1,"In Pennsylvania, refusing a chemical test (breath, blood, or urine) under the implied consent law results in an automatic 12-month license suspension, even if you are not convicted of DUI."
State-Specific,PA,PA-SS-039,pointsPenalties,What is Pennsylvania's second DUI high tier jail minimum?,5 days in jail,30 days in jail,60 days in jail,90 days in jail,D,3,"In Pennsylvania, second High tier: minimum 90 days jail. Understanding these penalties helps you make informed decisions about your driving behavior."
State-Specific,PA,PA-SS-040,pointsPenalties,How many points does this violation add in Pennsylvania?,0 points on your record,5 points on your record,6 points on your record,Automatic suspension,A,0,"In Pennsylvania, DUI doesn't add points but triggers automatic action."
State-Specific,PA,PA-SS-041,pointsPenalties,What is Pennsylvania's points stay on pennsylvania record?,1 year,2 years,3 years,Forever,C,2,"In Pennsylvania, points from traffic violations remain on your driving record for 3 years. Accumulating too many points can lead to license suspension and higher insurance rates."
State-Specific,PA,PA-SS-042,pointsPenalties,"What is Pennsylvania's at 6 points, pennsylvania requires?",Warning letter,Hearing,Suspension,Department exam,D,3,"In Pennsylvania, this traffic violation adds 6 points to your driving record. Accumulating too many points can lead to license suspension and higher insurance rates."
State-Specific,PA,PA-SS-043,stateUnique,Is Pennsylvania an at-fault or no-fault insurance state?,No-fault state,At-fault state,Choice state,Hybrid state,C,2,Pennsylvania is a choice state (choose tort option).
State-Specific,PA,PA-SS-044,stateUnique,What is Pennsylvania's limited tort option means?,Lower premiums,Cannot sue for pain/suffering except serious injury,Higher liability limits,PIP not required,B,1,Limited tort restricts ability to sue except for serious injury.
State-Specific,PA,PA-SS-045,stateUnique,ARD (Accelerated Rehabilitative Disposition)?,First DUI diversion program,License restoration program,Point reduction program,Insurance program,A,0,"In Pennsylvania, aRD is first-time DUI diversion program."
State-Specific,PA,PA-SS-046,stateUnique,When is an IID required in Pennsylvania?,0.08%+,0.10%+,0.16%+,Any DUI,B,1,"In Pennsylvania, IID required for first DUI with BAC 0.10%+ or refusal."
State-Specific,PA,PA-SS-047,stateUnique,What does Pennsylvania's implied consent law cover?,Breath only,"Blood, breath, urine",Breath and blood only,All chemical tests,B,1,"Pennsylvania's implied consent law means that by driving on the state's roads, you automatically consent to chemical testing (breath, blood, or urine) if lawfully arrested for DUI."
State-Specific,PA,PA-SS-048,stateUnique,Junior license requires unique plate identifier?,Yes,No,In certain counties,Parents choice,A,0,"In Pennsylvania, junior drivers must display Rooney's License decal."
State-Specific,PA,PA-SS-049,stateUnique,Safe Driver Insurance Plan (SDIP) affects?,License only,Insurance rates,Both,Neither in PA,A,0,"In Pennsylvania, rather than using a traditional point system, the state uses an insurance surcharge system where violations directly affect your insurance rates for several years."
State-Specific,PA,PA-SS-050,stateUnique,What is Pennsylvania's homicide by vehicle while DUI?,2nd degree felony,1st degree felony,Murder charge,3rd degree felony,A,0,"In Pennsylvania, homicide by vehicle while DUI is 2nd degree felony."
State-Specific,RI,RI-SS-001,speedLimits,What is the maximum speed limit in Rhode Island?,55 miles per hour,60 miles per hour,65 miles per hour,70 miles per hour,C,2,"Rhode Island's maximum speed limit on major highways is 65 mph. Speed limits may be lower in urban areas, construction zones, or during adverse weather conditions."
State-Specific,RI,RI-SS-002,speedLimits,What is the residential speed limit in Rhode Island?,20 miles per hour,25 miles per hour,30 miles per hour,35 miles per hour,B,1,The default speed limit in Rhode Island residential areas is 25 mph unless otherwise posted. This limit helps ensure safety in neighborhoods where pedestrians may be present.
State-Specific,RI,RI-SS-003,speedLimits,What is the school zone speed limit in Rhode Island?,15 miles per hour,20 miles per hour,25 miles per hour,As posted,B,1,"In Rhode Island, the speed limit in school zones is 20 mph when children are present. This reduced limit helps protect students during arrival and dismissal times."
State-Specific,RI,RI-SS-004,speedLimits,What is Rhode Island's uses point system?,Yes,No,For commercial only,For under-21 only,A,0,Rhode Island uses a point system. Always observe posted speed limits and adjust for road conditions.
State-Specific,RI,RI-SS-005,speedLimits,What does Speeding 11-20 mph over add in Rhode Island?,2 points on your record,3 points on your record,4 points on your record,5 points on your record,C,2,"In Rhode Island, a speeding conviction adds 4 points to your driving record, which can affect your license status and insurance rates."
State-Specific,RI,RI-SS-006,speedLimits,What is the license suspension in Rhode Island?,8 points on your record,10 points on your record,12 points on your record,15 points on your record,C,2,"In Rhode Island, accumulating 12 or more points results in a license suspension. Points are assessed for traffic violations and help track unsafe driving behavior."
State-Specific,RI,RI-SS-007,speedLimits,What does Reckless driving add in Rhode Island?,4 points on your record,5 points on your record,6 points on your record,8 points on your record,C,2,"In Rhode Island, a reckless conviction adds 6 points to your driving record, which can affect your license status and insurance rates."
State-Specific,RI,RI-SS-008,speedLimits,What is Rhode Island's business district speed limit?,20 miles per hour,25 miles per hour,30 miles per hour,35 miles per hour,B,1,"In Rhode Island, business districts typically have a 25 mph speed limit. These lower limits account for increased pedestrian traffic and commercial activity."
State-Specific,RI,RI-SS-009,speedLimits,What is Rhode Island's work zone speeding carries?,Same fine,Double fine,$150 minimum,Triple fine,B,1,"In Rhode Island, fines are doubled in work zones. Always observe posted speed limits and adjust for road conditions."
State-Specific,RI,RI-SS-010,speedLimits,How long does a DUI stay on your record in Rhode Island?,2 years,3 years,5 years,7 years,B,1,"In Rhode Island, points remain on record for 3 years. Always observe posted speed limits and adjust for road conditions."
State-Specific,RI,RI-SS-011,duiBac,What is the legal BAC limit for drivers 21+ in Rhode Island?,0.10%,0.08%,0.05%,0.07%,B,1,Rhode Island's legal blood alcohol concentration (BAC) limit is 0.08% for adult drivers. Driving at or above this level constitutes driving under the influence.
State-Specific,RI,RI-SS-012,duiBac,What is Rhode Island's BAC limit for drivers under 21?,0.00%,0.02%,0.04%,0.08%,B,1,"In Rhode Island, drivers under 21 face a 0.02% BAC limit under zero tolerance laws. Any amount of alcohol in a minor's system while driving can result in serious penalties."
State-Specific,RI,RI-SS-013,duiBac,What is the first DUI jail time in Rhode Island?,None-1 year,10 hours-1 year,10 days-1 year,Up to 6 months,B,1,"In Rhode Island, first DUI carries 10 hours to 1 year jail. Additional penalties may apply based on your specific circumstances."
State-Specific,RI,RI-SS-014,duiBac,What is the first DUI fine in Rhode Island?,$100-$300,$100-$500,$250-$750,"$500-$1,000",A,0,"In Rhode Island, a DUI conviction can result in fines up to $100, in addition to potential jail time, license suspension, and other penalties."
State-Specific,RI,RI-SS-015,duiBac,What is the first DUI license suspension in Rhode Island?,30-180 days,90 days-1 year,3-6 months,6 months-1 year,A,0,"In Rhode Island, a DUI conviction results in a license suspension of 30 to 180 days. You may be eligible for a restricted license during this period."
State-Specific,RI,RI-SS-016,duiBac,What is Rhode Island's high bac threshold in Rhode Island?,0.10%,0.12%,0.15%,0.18%,C,2,"In Rhode Island, a BAC of 0.15% or higher is considered aggravated or high-tier DUI/DWI, triggering enhanced penalties including longer jail sentences and license suspensions."
State-Specific,RI,RI-SS-017,duiBac,What does First DUI with BAC 0.15%+ community service add in Rhode Island?,10 hours of supervised driving,20 hours of supervised driving,40 hours of supervised driving,60 hours of supervised driving,D,3,"In Rhode Island, high BAC first DUI: minimum 60 hours community service."
State-Specific,RI,RI-SS-018,duiBac,How is a second DUI classified in Rhode Island?,A misdemeanor,A felony,Same as first,Aggravated misdemeanor,B,1,"In Rhode Island, a second DUI offense is classified as a felony, which determines the severity of potential penalties including fines, jail time, and license suspension."
State-Specific,RI,RI-SS-019,gdlLicensing,At what age can you get a learner's permit in Rhode Island?,15 years old,15 years 6 months old,16 years old,16 years 6 months old,C,2,"Rhode Island issues learner's permits to new drivers at age 16, allowing them to practice driving with a licensed adult supervisor in the vehicle."
State-Specific,RI,RI-SS-020,gdlLicensing,At what age can you get a limited provisional license?,16 years old,16 years 6 months old,17 years old,17 years 6 months old,B,1,"Rhode Island issues intermediate licenses to teen drivers at age 16, which includes certain driving restrictions that are lifted as they gain experience."
State-Specific,RI,RI-SS-021,gdlLicensing,What are the nighttime driving restrictions in Rhode Island?,9 PM to 5 AM,10 PM to 5 AM,1 AM to 5 AM,No restriction,C,2,"In Rhode Island, teen drivers with restricted licenses cannot drive between 1 AM and 5 AM. This nighttime driving restriction helps reduce accidents during high-risk hours."
State-Specific,RI,RI-SS-022,gdlLicensing,At what age can you get full license?,17 years old,17 years 6 months old,18 years old,21 years old,B,1,"In Rhode Island, drivers become eligible for a full, unrestricted driver's license at age 17, once they have completed all graduated licensing requirements."
State-Specific,RI,RI-SS-023,gdlLicensing,How often must Rhode Island driver's licenses be renewed?,Every 2 years,Every 4 years,Every 5 years,Every 6 years,C,2,"Rhode Island driver's licenses are valid for 5 years before requiring renewal. Renewal may involve vision tests, updated photos, and verification of your driving record."
State-Specific,RI,RI-SS-024,gdlLicensing,How many supervised driving hours are required in Rhode Island?,40 hours of supervised driving,50 hours of supervised driving,60 hours of supervised driving,No minimum,B,1,"Rhode Island requires teen drivers to complete 50 hours of supervised driving practice before obtaining their license, helping them gain experience in various driving conditions."
State-Specific,RI,RI-SS-025,gdlLicensing,Limited provisional passenger restriction?,No passengers,1 non-family,Family only,No restriction,B,1,"In Rhode Island, limited to 1 non-family passenger. These requirements help ensure new drivers gain adequate experience."
State-Specific,RI,RI-SS-026,gdlLicensing,What is Rhode Island's permit must be held for minimum?,3 months,6 months,9 months,12 months,B,1,"In Rhode Island, new drivers must hold their learner's permit for at least 6 months before they can apply for their next level license. This ensures adequate time for supervised driving practice."
State-Specific,RI,RI-SS-027,insurance,What is Rhode Island's minimum bodily injury liability per person?,"$20,000","$25,000","$30,000","$50,000",B,1,"Rhode Island requires a minimum of $25,000 in bodily injury liability coverage per person. This insurance pays for injuries you cause to others in an accident."
State-Specific,RI,RI-SS-028,insurance,What is Rhode Island's minimum bodily injury liability per accident?,"$25,000","$40,000","$50,000","$75,000",C,2,"Rhode Island requires a minimum of $50,000 in bodily injury liability coverage per accident. This is the total amount your insurance will pay for all injuries in a single accident."
State-Specific,RI,RI-SS-029,insurance,What is Rhode Island's minimum property damage liability?,"$15,000","$20,000","$25,000","$30,000",C,2,"Rhode Island requires a minimum of $25,000 in property damage liability coverage. This insurance pays for damage you cause to other people's property in an accident."
State-Specific,RI,RI-SS-030,insurance,What is Rhode Island's minimum insurance requirement?,20/40/15,25/50/25,30/60/25,25/50/10,B,1,"Rhode Island requires 25/50/25 minimum liability coverage: $25,000 per person for bodily injury, $50,000 per accident for bodily injury, and $25,000 for property damage."
State-Specific,RI,RI-SS-031,insurance,Is Rhode Island an at-fault or no-fault insurance state?,No-fault state,At-fault state,Choice state,Add-on state,B,1,"Rhode Island is an at-fault state, meaning the driver who caused an accident is financially responsible for paying damages to other parties involved."
State-Specific,RI,RI-SS-032,seatbeltPhone,How is Rhode Island's seat belt law enforced?,Primary offense (can be pulled over for this),Secondary offense (only with another violation),No enforcement,Front seat only,A,0,"Rhode Island has primary seat belt enforcement, meaning law enforcement can stop and cite you solely for not wearing a seat belt."
State-Specific,RI,RI-SS-033,seatbeltPhone,What is Rhode Island's law on handheld phone use while driving?,Prohibited for all,Under-18 only,Legal with no restrictions,School zones only,A,0,"In Rhode Island, handheld cell phone use is prohibited for all drivers while operating a vehicle. This law helps reduce distracted driving accidents."
State-Specific,RI,RI-SS-034,seatbeltPhone,What is Rhode Island's law on texting while driving?,Legal with no restrictions,Primary offense (can be pulled over for this),Secondary offense (only with another violation),Under-18 only,B,1,"In Rhode Island, texting while driving is a primary offense, meaning law enforcement can stop and cite you solely for this violation without needing another reason."
State-Specific,RI,RI-SS-035,seatbeltPhone,When is Until what age are child restraints in Rhode Island required in Rhode Island?,Age 6,Age 8,57 inches or age 8,80 lbs,B,1,"In Rhode Island, child restraint required until age 8."
State-Specific,RI,RI-SS-036,seatbeltPhone,What is the Seat belt fine in Rhode Island?,$40,$75,$85,$100,C,2,"In Rhode Island, a seat belt violation carries a fine of $85. Wearing your seat belt significantly reduces the risk of injury in a crash."
State-Specific,RI,RI-SS-037,pointsPenalties,What is Rhode Island's DUI lookback period?,3 years,5 years,7 years,10 years,B,1,Rhode Island uses a 5-year lookback period for DUI/DWI offenses. Prior convictions within this timeframe count toward enhanced penalties for repeat offenders.
State-Specific,RI,RI-SS-038,pointsPenalties,What is the penalty for refusing a chemical test in Rhode Island?,3-6 months,6-12 months,1-2 years,Same as DUI,B,1,"In Rhode Island, first refusal: 6-12 months suspension. Understanding these penalties helps you make informed decisions about your driving behavior."
State-Specific,RI,RI-SS-039,pointsPenalties,What is the second DUI jail time in Rhode Island?,6 months-1 year,1-2 years,2-5 years,Up to 5 years,A,0,"In Rhode Island, second DUI: 6 months to 1 year jail. Understanding these penalties helps you make informed decisions about your driving behavior."
State-Specific,RI,RI-SS-040,pointsPenalties,How many points does this violation add in Rhode Island?,0 points on your record,5 points on your record,6 points on your record,8 points on your record,A,0,"In Rhode Island, DUI triggers automatic action, not points. Understanding these penalties helps you make informed decisions about your driving behavior."
State-Specific,RI,RI-SS-041,pointsPenalties,What is the third DUI jail time in Rhode Island?,1-3 years,1-5 years,3-5 years,5-15 years,A,0,"In Rhode Island, third DUI: 1-3 years jail. Understanding these penalties helps you make informed decisions about your driving behavior."
State-Specific,RI,RI-SS-042,pointsPenalties,What is Rhode Island's points for leaving accident scene?,4 points on your record,5 points on your record,6 points on your record,12 points on your record,C,2,"In Rhode Island, leaving accident scene adds 6 points. Understanding these penalties helps you make informed decisions about your driving behavior."
State-Specific,RI,RI-SS-043,stateUnique,What is Rhode Island's is one of smallest states?,Lowest speed limits,Strictest DUI laws,Shortest lookback,Oldest driving age,C,2,Rhode Island uses a 5-year lookback period for DUI/DWI offenses. Prior convictions within this timeframe count toward enhanced penalties for repeat offenders.
State-Specific,RI,RI-SS-044,stateUnique,What does Rhode Island's implied consent law cover?,Breath only,Blood and breath,All chemical tests,Breath and urine,C,2,"Rhode Island's implied consent law means that by driving on the state's roads, you automatically consent to chemical testing (breath, blood, or urine) if lawfully arrested for DUI."
State-Specific,RI,RI-SS-045,stateUnique,When is an IID required in Rhode Island?,0.10%+,0.15%+,All DUI,Not required,B,1,"In Rhode Island, an Ignition Interlock Device (IID) is required for certain DUI offenses. The IID prevents your vehicle from starting if alcohol is detected on your breath."
State-Specific,RI,RI-SS-046,stateUnique,When is DUI school/treatment required in Rhode Island?,First DUI only,All DUI,Repeat DUI only,Court discretion,B,1,"In Rhode Island, DUI school required for all DUI offenses."
State-Specific,RI,RI-SS-047,stateUnique,What is Rhode Island's community service hours for first DUI?,10-60 hours,20-60 hours,Up to 100 hours,Not required,A,0,"In Rhode Island, first DUI: 10-60 hours community service."
State-Specific,RI,RI-SS-048,stateUnique,What is Rhode Island's second DUI becomes felony after?,5 years,Any second DUI,10 years,Never,B,1,"In Rhode Island, a second DUI offense is classified as a felony, which determines the severity of potential penalties including fines, jail time, and license suspension."
State-Specific,RI,RI-SS-049,stateUnique,At what age can you get a hardship/junior permit in Rhode Island?,30 days suspension,60 days suspension,90 days suspension,Not available,C,2,"In Rhode Island, hardship license may be available after 90 days."
State-Specific,RI,RI-SS-050,stateUnique,Is Rhode Island an at-fault or no-fault insurance state?,Felony DUI,Vehicular homicide,2nd degree murder,Manslaughter,B,1,"In Rhode Island, DUI causing death is vehicular homicide."
State-Specific,SC,SC-SS-001,speedLimits,What is the maximum speed limit on South Carolina interstates?,65 miles per hour,70 miles per hour,75 miles per hour,80 miles per hour,B,1,"South Carolina's maximum speed limit on major highways is 70 mph. Speed limits may be lower in urban areas, construction zones, or during adverse weather conditions."
State-Specific,SC,SC-SS-002,speedLimits,What is the residential speed limit in South Carolina?,25 miles per hour,30 miles per hour,35 miles per hour,40 miles per hour,B,1,The default speed limit in South Carolina residential areas is 30 mph unless otherwise posted. This limit helps ensure safety in neighborhoods where pedestrians may be present.
State-Specific,SC,SC-SS-003,speedLimits,What is the school zone speed limit in South Carolina?,15 miles per hour,20 miles per hour,25 miles per hour,As posted,A,0,"In South Carolina, the speed limit in school zones is 15 mph when children are present. This reduced limit helps protect students during arrival and dismissal times."
State-Specific,SC,SC-SS-004,speedLimits,What is South Carolina's points for speeding 10+ mph over?,2 points on your record,4 points on your record,6 points on your record,8 points on your record,B,1,"In South Carolina, a speeding conviction adds 4 points to your driving record, which can affect your license status and insurance rates."
State-Specific,SC,SC-SS-005,speedLimits,What is the license suspension in South Carolina?,8 points on your record,10 points on your record,12 points on your record,16 points on your record,C,2,"In South Carolina, accumulating 12 or more points within 2 years results in a license suspension. Points are assessed for traffic violations and help track unsafe driving behavior."
State-Specific,SC,SC-SS-006,speedLimits,What does Reckless driving add in South Carolina?,4 points on your record,5 points on your record,6 points on your record,8 points on your record,C,2,"In South Carolina, a reckless conviction adds 6 points to your driving record, which can affect your license status and insurance rates."
State-Specific,SC,SC-SS-007,speedLimits,What is South Carolina's speeding 25+ mph over?,Traffic violation,Misdemeanor - reckless driving,A felony,Warning only,B,1,"In South Carolina, speeding 25+ mph over can be charged as reckless driving."
State-Specific,SC,SC-SS-008,speedLimits,What is South Carolina's work zone speeding carries?,Same fine,Double fine,$200 minimum,Triple fine,B,1,"In South Carolina, fines are doubled in work zones. Always observe posted speed limits and adjust for road conditions."
State-Specific,SC,SC-SS-009,speedLimits,What is the interstate speed limit in South Carolina?,55 miles per hour,60 miles per hour,65 miles per hour,70 miles per hour,A,0,"South Carolina's maximum speed limit on major highways is 55 mph. Speed limits may be lower in urban areas, construction zones, or during adverse weather conditions."
State-Specific,SC,SC-SS-010,speedLimits,What is South Carolina's points can be reduced by?,Time only,Defensive driving,Court appeal,All of above,B,1,"In South Carolina, this traffic violation adds 4 points to your driving record. Accumulating too many points can lead to license suspension and higher insurance rates."
State-Specific,SC,SC-SS-011,duiBac,What is the legal BAC limit for drivers 21+ in South Carolina?,0.10%,0.08%,0.05%,0.07%,B,1,South Carolina's legal blood alcohol concentration (BAC) limit is 0.08% for adult drivers. Driving at or above this level constitutes driving under the influence.
State-Specific,SC,SC-SS-012,duiBac,What is South Carolina's BAC limit for drivers under 21?,0.00%,0.02%,0.04%,0.08%,B,1,"In South Carolina, drivers under 21 face a 0.02% BAC limit under zero tolerance laws. Any amount of alcohol in a minor's system while driving can result in serious penalties."
State-Specific,SC,SC-SS-013,duiBac,What is the first DUI jail time in South Carolina?,None-30 days,48 hours-30 days,24 hours-90 days,Up to 90 days,B,1,"In South Carolina, a first DUI conviction requires a minimum of 30 days in jail. Additional penalties may include fines, license suspension, and mandatory treatment programs."
State-Specific,SC,SC-SS-014,duiBac,What is the first DUI fine in South Carolina?,$200-$400,$400-$992,"$500-$1,000","$1,000-$2,000",B,1,"In South Carolina, a DUI conviction can result in fines up to $400, in addition to potential jail time, license suspension, and other penalties."
State-Specific,SC,SC-SS-015,duiBac,What is the first DUI license suspension in South Carolina?,30 days suspension,6 months suspension,1 year suspension,2 years suspension,B,1,"In South Carolina, first DUI results in 6-month suspension. Additional penalties may apply based on your specific circumstances."
State-Specific,SC,SC-SS-016,duiBac,South Carolina DUI has enhanced penalties at BAC?,0.10%,0.15%,0.16%,0.18%,C,2,"In South Carolina, a BAC of 0.16% or higher is considered aggravated or high-tier DUI/DWI, triggering enhanced penalties including longer jail sentences and license suspensions."
State-Specific,SC,SC-SS-017,duiBac,What is the first DUI jail time in South Carolina?,48 hours of supervised driving,72 hours-30 days,30-90 days,30 days-1 year,C,2,"In South Carolina, a first DUI conviction carries 30 to 90 days in jail, along with fines, license suspension, and other penalties."
State-Specific,SC,SC-SS-018,duiBac,What is South Carolina's fourth DUI in South Carolina?,A misdemeanor,A felony,Same as third,Aggravated misdemeanor,B,1,"In South Carolina, a fourth DUI offense is classified as a felony, which determines the severity of potential penalties including fines, jail time, and license suspension."
